ward_code,Ward,Borough,Childhood_Obesity_Year6,Children_in_poverty,Crime_rate,Unauthorised_Absence_in_All_Schools,Median_Household_income,Qualifications_Level4_and_above,Households_with_access_to_openspace,People_with_Bad_or_Very_Bad_Health,Average_GCSE,Unemployed
E09000001,City of London,City of London,,14.83,16.32,0.59,63620,68.4,97.61223906,3.4,54.093266,4.525341915
E05000026,Abbey,Barking and Dagenham,23.21,33.5,153.54,1.49,33920,34.5,70.7,4.3,32.3920511,14.48823804
E05000027,Alibon,Barking and Dagenham,25.56,35.5,115.38,1.38,32470,16.7,8.01,6.7,33.2669571,12.17173822
E05000028,Becontree,Barking and Dagenham,28.35,33.77,125.42,1.49,33000,20.6,39.17,7,33.8170161,13.81154343
E05000029,Chadwell Heath,Barking and Dagenham,28.78,34.5,119.87,1.68,33920,19.5,63.11,6.8,31.2499598,12.11849192
E05000030,Eastbrook,Barking and Dagenham,24.1,27.17,75.42,0.96,37400,18.5,56.68,5.9,39.5076716,10.9633289
E05000031,Eastbury,Barking and Dagenham,24.26,33.1,112.66,1.46,32870,20,77.43,6.4,39.7377121,12.66540643
E05000032,Gascoigne,Barking and Dagenham,26.13,38.47,135.41,1.44,29480,25.2,87.33,5.9,30.3606449,17.24845996
E05000033,Goresbrook,Barking and Dagenham,25.82,33.27,111.98,1.31,33250,18.8,59.03,6.3,32.1476463,12.27333461
E05000034,Heath,Barking and Dagenham,25.41,39.6,94.83,1.16,31340,17.6,59.26,6.7,20.150057,14.33915212
E05000035,Longbridge,Barking and Dagenham,22.55,18.67,98.27,0.9,40570,25,62.74,4.6,54.2633471,9.158912607
E05000036,Mayesbrook,Barking and Dagenham,24.88,35.43,108.98,1.29,31530,16.2,41.93,7,32.6651958,12.67544807
E05000037,Parsloes,Barking and Dagenham,23.28,34.63,96.25,1.35,31860,16,55.53,7.1,35.8862892,12.74710293
E05000038,River,Barking and Dagenham,31.18,32.77,74.79,1.33,33490,19.5,28.9,5.5,30.1474786,12.25087925
E05000039,Thames,Barking and Dagenham,24.89,35.5,90.82,1.23,32580,24.4,92.47,5.6,29.4907353,15.23789992
E05000040,Valence,Barking and Dagenham,21.47,32.8,93.09,1.45,33200,17.8,86.38,7.6,38.7502411,12.74856385
E05000041,Village,Barking and Dagenham,27.82,36.57,123.28,1.51,31960,17.9,25.38,6.1,19.9426275,14.58498024
E05000042,Whalebone,Barking and Dagenham,24.58,27.1,99.09,1.15,37180,22.4,29.66,4.9,41.7130117,10.37304911
E05000043,Brunswick Park,Barnet,15.27,16.77,63.74,0.59,39800,34.4,26.69,4.7,69.1450888,7.345497351
E05000044,Burnt Oak,Barnet,24.44,32.37,78.41,1.09,29400,24.7,25.78,6.1,35.8867478,11.17667083
E05000045,Childs Hill,Barnet,20.11,23.7,119.07,1.01,38960,43.7,0.86,5.1,61.060876,8.843984962
E05000046,Colindale,Barnet,25.1,34.4,63.17,1.32,30170,30.8,32.9,4.7,37.2194761,11.7875191
E05000047,Coppetts,Barnet,19.09,23.17,108.54,0.92,38090,40.6,25.98,5,63.9189416,7.924606894
E05000048,East Barnet,Barnet,21.03,19.2,75.64,0.52,39870,36.5,46.1,4.5,47.7483845,7.312463083
E05000049,East Finchley,Barnet,16.27,20.43,77.99,1.06,41160,49.6,60.79,4.7,52.8396083,6.331512652
E05000050,Edgware,Barnet,20.08,20.43,96.96,0.89,38410,36,32.12,4.3,56.1006624,7.648415685
E05000051,Finchley Church End,Barnet,13.21,10.97,62.15,0.88,45030,48.6,49.36,3.6,64.3736218,5.86893903
E05000052,Garden Suburb,Barnet,13.4,7.8,84.65,0.69,53090,57.3,23.2,2.7,91.2051856,4.507897934
E05000053,Golders Green,Barnet,16.53,16.3,82.81,1.07,40800,37.4,22.79,4.4,62.2444156,7.796728159
E05000054,Hale,Barnet,22.07,19.1,70.99,0.88,38590,36.5,16.93,4.6,48.2441624,7.35042735
E05000055,Hendon,Barnet,18.52,13.63,75.2,1.02,38530,41.3,44.51,4.1,66.2560069,8.08862504
E05000056,High Barnet,Barnet,14.49,10.67,79.04,0.41,43940,44.3,38.93,4.2,79.4704755,5.536543632
E05000057,Mill Hill,Barnet,19.11,19,78.2,0.85,41920,41.6,56.84,4,60.8933876,6.694515853
E05000058,Oakleigh,Barnet,14.81,17.73,70.75,0.71,41670,40.7,30.32,4.6,71.7303399,5.71873876
E05000059,Totteridge,Barnet,16.26,12.47,56.37,0.58,46150,47,38.89,4,70.4382596,5.230728894
E05000060,Underhill,Barnet,17.79,26.13,69.84,0.98,37040,31.8,39.61,5.5,42.6343845,8.810404182
E05000061,West Finchley,Barnet,16.2,13.57,72.12,0.85,42050,49.5,27.98,4.2,73.8290489,6.267290913
E05000062,West Hendon,Barnet,18.05,19.23,104.12,1.09,35090,34.4,44.96,5,54.3474891,9.001762891
E05000063,Woodhouse,Barnet,19.87,18.8,100.84,0.9,38220,41.3,20.23,5.3,65.7456611,7.355864811
E05000064,Barnehurst,Bexley,23.33,16.67,53.68,0.88,38200,20.1,32.93,4.5,55.4505781,5.966014038
E05000065,Belvedere,Bexley,26.92,27.4,79.05,1.27,33510,21.9,61.23,5.2,24.9596278,9.056727154
E05000066,Blackfen and Lamorbey,Bexley,19.46,9.63,43.3,0.67,40780,19.3,70.99,4.2,55.9512169,4.826599928
E05000067,Blendon and Penhill,Bexley,17.62,8.33,54.66,0.67,40340,19.6,41.17,4.1,58.3734034,4.785850529
E05000068,Brampton,Bexley,20.06,9.47,45.44,0.62,40790,20.7,10.78,4.4,59.3939577,4.443205057
E05000069,Christchurch,Bexley,15.15,14.73,85.21,0.96,40190,24.9,24.45,4.2,69.2145078,5.463547891
E05000070,Colyers,Bexley,26.32,25.83,72.76,1.16,34450,18.1,56.04,6,40.8488654,9.424834259
E05000071,Crayford,Bexley,20.06,23.97,53.31,1.12,34900,18.6,86.35,5.4,31.5253655,7.518147252
E05000072,Cray Meadows,Bexley,25.57,24.7,48.63,1.12,35530,22.2,56.47,6,42.1566353,7.078836656
E05000073,Danson Park,Bexley,21.65,16.67,65.98,1,38580,21.6,0,4.6,57.2163326,6.064313177
E05000074,East Wickham,Bexley,23.35,19.83,65.9,1.22,36260,18.8,43.98,5.4,46.4937966,7.194115536
E05000075,Erith,Bexley,27.25,27.83,77.5,1.35,33160,22.6,78.32,5.3,37.0254376,10.37309687
E05000076,Falconwood and Welling,Bexley,22.74,11.1,63.69,0.81,39000,19.6,6.16,3.6,56.2500381,6.139154161
E05000077,Lesnes Abbey,Bexley,22.78,22.03,86.56,1.04,35630,22.5,44.87,5.5,47.296627,8.577517315
E05000078,Longlands,Bexley,18.04,11.77,47.37,0.7,40880,27.1,54.87,5,61.2557479,5.80897412
E05000079,North End,Bexley,24.79,34.93,100.27,1.55,29930,19.5,47.43,5.7,21.2717021,13.0733519
E05000080,Northumberland Heath,Bexley,23.33,18.73,61.85,0.93,37130,17.8,85.06,4.5,49.5106416,6.459243086
E05000081,St Mary's,Bexley,14.42,7.53,52.56,0.4,44010,27,71.86,3.9,75.5537265,4.613953488
E05000082,St Michael's,Bexley,23.15,13.2,48.69,0.76,38510,19.1,34.14,4.1,51.149236,5.982036943
E05000083,Sidcup,Bexley,18.64,11,51.09,0.7,41220,27.2,45.87,4.7,69.1589756,5.420726306
E05000084,Thamesmead East,Bexley,26.16,29.17,80.17,1.22,32100,28.2,73.17,4.7,40.5000853,14.86327797
E05000085,Alperton,Brent,18.18,17.33,89.7,1.01,31250,26.2,56.59,4.4,39.3803064,8.956014838
E05000086,Barnhill,Brent,26.75,27.6,88.61,0.96,34630,34.7,15.14,5.7,44.2105539,10.33196089
E05000087,Brondesbury Park,Brent,21.21,22.7,118.96,0.91,40020,45,3.76,5.9,36.4558405,7.775524003
E05000088,Dollis Hill,Brent,22.27,34.13,72.39,1.07,30990,25.1,0.29,5.4,32.9056438,11.42156863
E05000089,Dudden Hill,Brent,24.32,33.17,122.17,1.05,33470,31.7,32.76,5.2,40.2615455,10.63561989
E05000090,Fryent,Brent,17.85,19.57,84.38,0.67,35590,29,43.65,4.9,53.0000888,9.124194493
E05000091,Harlesden,Brent,27.96,40.17,156.73,1.31,27030,21.4,18.38,6.5,11.0174023,15.57659208
E05000092,Kensal Green,Brent,25.93,28.7,140.98,1.04,34640,33.8,8.63,5.8,18.3117752,10.43540842
E05000093,Kenton,Brent,19.49,12,76.11,0.52,42190,39.8,23.86,4.7,73.4632628,7.67299545
E05000094,Kilburn,Brent,28.01,34.6,137.7,1.05,34270,39.9,54.56,6.3,23.7067555,10.92901772
E05000095,Mapesbury,Brent,20.99,28.07,118.95,0.96,36830,43.7,30.95,4.9,36.3915814,8.697528866
E05000096,Northwick Park,Brent,20.98,15.03,62.97,0.64,41100,40.3,20.65,4,65.9489011,8.803841676
E05000097,Preston,Brent,23.28,24.17,86.34,1.19,35960,35.4,0,4.7,47.7248611,8.869631706
E05000098,Queens Park,Brent,19.87,18.07,118.16,0.95,42880,48.2,28.6,4.4,46.8349567,6.765783236
E05000099,Queensbury,Brent,20.72,21.27,95.65,0.66,35110,30.8,39.21,5.5,54.1865286,8.236658933
E05000100,Stonebridge,Brent,26.29,43.7,83.88,1.41,25800,20.5,44.02,6.9,14.2470566,17.24475524
E05000101,Sudbury,Brent,25.48,20.73,89.74,0.99,33530,32.3,21.42,5.3,54.1404485,9.245960503
E05000102,Tokyngton,Brent,25.37,22.83,84.83,1.09,33130,31.9,52.8,5.1,33.420523,9.807549963
E05000103,Welsh Harp,Brent,27.19,27.33,97.92,1.03,31620,24.7,24.07,5.6,38.3077435,10.88277858
E05000104,Wembley Central,Brent,21.07,21.67,139.84,1.02,31040,29,51.47,5.3,46.8361526,10.31956549
E05000105,Willesden Green,Brent,24.71,33.8,132.91,1.14,31390,33.3,40.5,4.9,23.5033424,10.41831097
E05000106,Bickley,Bromley,11.75,8.13,53.48,0.54,47190,40.7,36.17,4,82.0709713,4.414461619
E05000107,Biggin Hill,Bromley,15.97,12.43,67.35,0.65,40930,23,48.15,3.4,51.0773199,4.790847336
E05000108,Bromley Common and Keston,Bromley,16.56,17.9,59.03,0.76,40510,28.3,52.96,4.4,64.7398644,6.635257165
E05000109,Bromley Town,Bromley,13,12.57,87.78,0.69,43460,41,33.62,3.4,74.5313295,5.517313308
E05000110,Chelsfield and Pratts Bottom,Bromley,15.08,7.07,49.24,0.54,44850,33.2,67.54,3.1,74.7033137,4.289296555
E05000111,Chislehurst,Bromley,13.99,9.93,84.63,0.81,46250,38,35.93,4,64.6631396,4.493009366
E05000112,Clock House,Bromley,18.01,13.13,75.45,0.77,41650,38.3,28.91,3.8,57.6287429,6.225077537
E05000113,Copers Cope,Bromley,12.82,18.13,94.82,1.09,43170,45,29.79,3.5,48.8318703,5.00323485
E05000114,Cray Valley East,Bromley,23.44,34.07,103.75,1.47,32230,19.6,70.23,5.7,32.87658,8.654360621
E05000115,Cray Valley West,Bromley,19.55,32.83,96.38,1.34,31740,18.7,62.76,6.3,32.7914879,8.896252868
E05000116,Crystal Palace,Bromley,25.81,34.43,147.29,1.72,34060,38.1,20.89,5.3,27.790407,10.4299702
E05000117,Darwin,Bromley,16.42,10.67,62.35,1.05,42810,26.9,62.74,3.5,66.9183908,4.196078431
E05000118,Farnborough and Crofton,Bromley,13.72,9.43,42.34,0.61,44590,31,59.26,3.7,81.7232506,4.673030346
E05000119,Hayes and Coney Hall,Bromley,12.05,6.5,48.41,0.45,45660,31.8,44.74,3.1,73.4955873,4.787428432
E05000120,Kelsey and Eden Park,Bromley,16.81,9.23,83.03,0.39,44700,33.8,15.16,3.6,64.367218,4.79477382
E05000121,Mottingham and Chislehurst North,Bromley,22.85,33.23,137.72,1.95,32330,22.1,54.81,5.9,35.1984206,9.593794652
E05000122,Orpington,Bromley,19.25,23.67,81.63,0.82,38090,27.1,60.76,4.5,62.2839793,7.055007433
E05000123,Penge and Cator,Bromley,21.83,28.33,113.71,1.41,36090,36.5,29.41,4.8,36.2919256,9.795367196
E05000124,Petts Wood and Knoll,Bromley,11.11,5.6,51.52,0.47,48530,36,30.06,3.1,83.2584982,3.97885773
E05000125,Plaistow and Sundridge,Bromley,15.47,18.97,79.34,1.07,39460,34.1,49.48,4.8,56.1520474,6.842498134
E05000126,Shortlands,Bromley,12.45,5.67,44.4,0.28,48020,43.3,14.23,2.9,81.1264106,4.544552491
E05000127,West Wickham,Bromley,12.77,5.07,49.16,0.31,46210,32.5,23.65,3.1,71.9041513,4.116706635
E05000128,Belsize,Camden,20.5,23.03,85.72,0.89,52680,62.2,25.81,3.9,42.6592416,5.600649351
E05000129,Bloomsbury,Camden,22.22,24.87,72.21,0.94,40340,46.5,68.8,4.6,37.9734741,9.803554724
E05000130,Camden Town with Primrose Hill,Camden,16.19,31.87,238.58,0.88,45840,53.9,72.65,5.6,45.1381635,6.913272375
E05000131,Cantelowes,Camden,19.92,34.77,125.38,0.99,39060,48.1,84.48,6.4,30.6439033,8.858024691
E05000132,Fortune Green,Camden,20.36,24.6,99.05,1.04,46800,57.8,0.39,4.5,20.0148889,6.403194712
E05000133,Frognal and Fitzjohns,Camden,12.99,8.93,67.4,1.17,60310,61.4,44.22,2.6,36.6313187,5.01020889
E05000134,Gospel Oak,Camden,23.47,36,84.74,1.15,39990,45.6,87.1,8,28.2768311,9.144748302
E05000135,Hampstead Town,Camden,10.26,7,70.45,0.88,62840,68.3,53.68,3.4,36.2082836,3.984997656
E05000136,Haverstock,Camden,29.02,42.6,132.2,1.25,35730,43.1,72.21,7.4,10.7276203,10.47696039
E05000137,Highgate,Camden,15,24.83,100.26,1.03,47840,55.8,53.13,6,28.5585016,7.15010142
E05000138,Holborn and Covent Garden,Camden,19.31,35.63,59.35,0.97,40180,46.2,67.05,6.3,23.3335534,8.660638598
E05000139,Kentish Town,Camden,23.61,33.67,102.48,0.89,41230,54.6,64.71,5.5,39.7195009,6.602931804
E05000140,Kilburn,Camden,24.91,43.23,161.54,0.99,34730,43.8,56.37,7.7,23.1084589,9.763222632
E05000141,King's Cross,Camden,23.77,39.9,83.57,1.2,32890,39.7,95.89,5.2,14.4569372,13.45583877
E05000142,Regent's Park,Camden,27.55,36.33,59.71,1.09,34260,36.1,47.51,6.2,28.9501527,10.69391635
E05000143,St Pancras and Somers Town,Camden,23.26,46.03,62.56,0.91,30500,29.5,83.49,8.2,27.2410276,12.69001983
E05000144,Swiss Cottage,Camden,22.22,25.43,102.15,1.02,50340,60.4,21.39,3.8,28.0922469,5.561613959
E05000145,West Hampstead,Camden,19.12,30.9,116.91,1.09,46290,60.6,18.08,5.2,43.3718006,6.161437247
E05000146,Addiscombe,Croydon,19.09,23.73,90.67,1.21,38070,38,0,4.8,49.403591,8.072337846
E05000147,Ashburton,Croydon,25.55,23.77,82.52,1.16,38600,27.3,3.58,4.4,45.5120728,8.006258965
E05000148,Bensham Manor,Croydon,23.14,26.43,105.76,1.4,33530,29.4,2.81,4.7,40.8081758,11.00273582
E05000149,Broad Green,Croydon,27.36,30.6,158.46,1.6,31000,26.9,11.5,5.2,34.7257447,12.00985644
E05000150,Coulsdon East,Croydon,14.79,14.93,51.24,0.78,42660,30.3,33.19,4.3,60.3383586,6.419029
E05000151,Coulsdon West,Croydon,18.09,10.2,57.91,0.55,46610,34.9,2.29,3.8,80.1773437,5.666389582
E05000152,Croham,Croydon,19.86,17.27,89.11,1.13,42260,42.1,8.19,3.5,61.1591669,7.030577089
E05000153,Fairfield,Croydon,23.19,23.17,133.69,1.35,39130,45.9,21.41,4.1,50.5726596,8.075186391
E05000154,Fieldway,Croydon,26.68,40.83,90,2.34,26720,12.5,47.29,6.5,15.0526216,15.57187828
E05000155,Heathfield,Croydon,14.6,20.97,114.35,1.28,39770,29.3,18.72,4.1,46.9172754,6.394692264
E05000156,Kenley,Croydon,15.4,14.27,53.73,1.05,44160,36.1,35.58,3.7,53.8350002,6.603063018
E05000157,New Addington,Croydon,26.93,35.77,98.67,2.29,28770,12.8,17.07,6.2,30.065564,11.66263115
E05000158,Norbury,Croydon,26.43,21.6,91.79,1.2,36810,34.1,14.25,4.6,46.262127,9.111321201
E05000159,Purley,Croydon,18.25,14.67,89.18,0.91,44600,40.5,14.23,3.8,71.9462154,5.678884874
E05000160,Sanderstead,Croydon,15.92,8.47,48.84,0.55,47030,35,28.78,3.7,66.587223,5.617805065
E05000161,Selhurst,Croydon,24.67,33.17,136.23,1.67,31220,28.4,18.91,5.9,33.995058,12.29616571
E05000162,Selsdon and Ballards,Croydon,18.15,8.47,50.58,0.57,45320,32,6.89,3.4,64.3064696,4.466111024
E05000163,Shirley,Croydon,18.8,22.33,60.09,1.07,39500,27.1,3.46,4.3,44.6355376,7.605244997
E05000164,South Norwood,Croydon,23.45,29.87,121.86,1.4,34430,35,8.77,4.8,50.1591385,11.68586619
E05000165,Thornton Heath,Croydon,26.04,28.03,120.28,1.39,33720,28.3,21.15,4.7,41.1759207,12.68683065
E05000166,Upper Norwood,Croydon,24.84,24.13,106.44,1.28,37430,35.2,39.41,4.5,37.1022688,9.759481961
E05000167,Waddon,Croydon,20.65,28.93,83.96,1.51,34630,30.1,17.99,5.1,46.2561905,8.939173294
E05000168,West Thornton,Croydon,27.8,27.5,121.92,1.5,32400,27.3,30.79,5.1,40.8793912,11.39002933
E05000169,Woodside,Croydon,23.37,30.37,111.99,1.37,33890,29,33.65,4.6,48.2514741,11.78033658
E05000170,Acton Central,Ealing,19,29.17,143.31,0.94,36500,40.4,19.12,5.3,49.7893534,8.133174792
E05000171,Cleveland,Ealing,18.83,25.97,84.73,0.65,41730,46.2,45.05,4.8,58.0110323,7.941017316
E05000172,Dormers Wells,Ealing,24.39,28.3,101.84,0.67,29350,24.4,52.57,6.3,34.6396765,12.05968313
E05000173,Ealing Broadway,Ealing,14.79,14.13,126,0.73,45540,57.7,33.54,4,63.2151812,6.033360937
E05000174,Ealing Common,Ealing,19.7,21.73,117.86,0.89,43600,52.6,23.72,4.3,36.2847689,7.016090866
E05000175,East Acton,Ealing,23.67,36.57,92.39,1.08,32930,38.3,53.44,5.1,33.8420717,9.33025848
E05000176,Elthorne,Ealing,22.03,23.97,117.4,0.83,38970,40.6,79.81,4.7,44.7832892,7.865168539
E05000177,Greenford Broadway,Ealing,23.76,29.9,125.77,0.92,30500,25.8,56.75,5.5,30.9428054,10.60968661
E05000178,Greenford Green,Ealing,22.88,18,78.65,0.61,35420,30.2,32.56,4.5,51.3741998,7.829776292
E05000179,Hanger Hill,Ealing,17.28,15.37,74.9,0.7,44760,50.8,26.88,3.5,64.0314187,6.40569395
E05000180,Hobbayne,Ealing,20.91,22.63,88.03,0.71,36220,33.3,49.94,5.2,51.047455,7.981601732
E05000181,Lady Margaret,Ealing,21.19,19.53,90.37,0.73,32520,25.4,21.17,5,38.904276,9.834699264
E05000182,Northfield,Ealing,13.53,8.73,76.27,0.35,48480,54.8,37.34,3.3,71.300836,4.715447154
E05000183,North Greenford,Ealing,23.99,17.07,85.47,0.77,36480,30.1,67.22,4.1,52.2242126,7.693263734
E05000184,Northolt Mandeville,Ealing,23.84,31.27,110.1,0.89,31950,25.7,52.47,4.7,33.8344111,9.634595163
E05000185,Northolt West End,Ealing,20,33.47,134.39,0.97,28550,21.7,72.78,5.9,35.3113199,12.95540864
E05000186,Norwood Green,Ealing,22.51,30,92.55,1,29020,26.7,88.94,7.2,40.4106403,14.68499773
E05000187,Perivale,Ealing,23.8,16.83,92.02,0.8,36040,30.8,52.56,4.3,50.0792874,7.617678764
E05000188,South Acton,Ealing,27.3,33.37,109.68,0.79,34300,39.4,48.36,6.8,42.6319649,9.567546881
E05000189,Southall Broadway,Ealing,23.6,22.83,162.98,0.73,27930,21.9,40.65,7,36.4951614,12.81037482
E05000190,Southall Green,Ealing,24.4,29.43,116.62,1.01,27150,21.6,45.94,6,42.699629,13.66389632
E05000191,Southfield,Ealing,16.17,13.1,96.71,0.77,50170,57.8,2.43,3.7,46.0098083,4.884601294
E05000192,Walpole,Ealing,15.59,10.97,107.53,0.49,46240,53.7,57.08,3.6,76.3810531,5.631506334
E05000193,Bowes,Enfield,20.19,26.4,88.35,1.15,36300,36.3,70.08,5.4,39.4144542,8.902513795
E05000194,Bush Hill Park,Enfield,23.22,17.13,70.53,0.9,41800,32.6,58.14,4.6,61.6046488,6.694903675
E05000195,Chase,Enfield,22.95,29.8,66.97,1.18,36350,28.1,61.52,5.8,33.4164436,9.107753706
E05000196,Cockfosters,Enfield,20.24,17.5,59.36,0.81,43570,35,54.18,4.7,57.1974232,7.949479941
E05000197,Edmonton Green,Enfield,30.94,42.67,112.02,1.91,26010,19.5,83.65,6.8,27.2417253,16.99441935
E05000198,Enfield Highway,Enfield,24.96,40.67,78.76,1.58,29450,18.6,57.73,5.9,22.1131338,13.42189013
E05000199,Enfield Lock,Enfield,28.02,43.47,74.2,1.97,30240,23.5,56.8,5.5,24.9022065,13.56194405
E05000200,Grange,Enfield,13.24,11.7,77.07,0.59,45960,39.1,34.91,4.1,76.0327239,5.582996557
E05000201,Haselbury,Enfield,26.07,39.47,87.01,1.91,29600,21.4,75.65,6.3,31.1851193,13.25219743
E05000202,Highlands,Enfield,18.83,17.13,39.43,0.72,43540,35.1,48.17,4.6,62.768634,6.076210093
E05000203,Jubilee,Enfield,24.08,36.3,79.9,1.43,30800,20.9,33.65,6.5,33.4764184,11.4410612
E05000204,Lower Edmonton,Enfield,29.48,41.83,80.5,1.85,28110,20,28.13,6.4,22.7518985,13.804151
E05000205,Palmers Green,Enfield,23.66,22.03,97.62,1.16,37970,33.5,29.15,5.5,45.6894111,8.601485149
E05000206,Ponders End,Enfield,30.02,40.33,90.86,1.47,28560,21,41.08,5.9,30.2526058,13.98919534
E05000207,Southbury,Enfield,23.09,36.1,87.54,1.41,33260,25.4,59.84,5.1,25.2761983,11.02173299
E05000208,Southgate,Enfield,16.49,20.87,59.41,0.66,41520,41.2,16.04,4.7,69.2695783,7.904316173
E05000209,Southgate Green,Enfield,22.25,18.4,82.35,0.87,42750,40,66.54,4.7,61.9330746,7.16747071
E05000210,Town,Enfield,20.09,16.1,53.89,0.63,42300,33,39.66,4.1,48.5663426,6.369032896
E05000211,Turkey Street,Enfield,27.08,42.5,102.63,1.88,28960,17.9,69.19,6.2,18.0951402,13.40110906
E05000212,Upper Edmonton,Enfield,28.5,38.77,112.48,1.68,28480,21.5,78.36,6.4,27.1241102,13.97491682
E05000213,Winchmore Hill,Enfield,19.72,11.73,68.12,0.61,45880,42.9,48.18,4,74.3728801,5.962867597
E05000214,Abbey Wood,Greenwich,29.5,34.73,99.86,1.71,31540,24.2,99.18,6.3,20.6512083,13.00121507
E05000215,Blackheath Westcombe,Greenwich,23.3,13.6,102.8,1.33,49160,57.5,61.35,4.4,71.5123677,5.653950954
E05000216,Charlton,Greenwich,27.34,29.13,88.75,1.58,37940,37.2,74.4,6.1,34.8907392,10.28663274
E05000217,Coldharbour and New Eltham,Greenwich,22.66,20.37,77.73,1.16,38390,23.4,69.89,5.8,46.220427,7.542908762
E05000218,Eltham North,Greenwich,14.37,12.2,83.19,0.89,43120,31.8,69.13,4.9,72.3450663,6.234115712
E05000219,Eltham South,Greenwich,25.37,26.67,98.66,1.47,37120,25.1,92.68,4.9,50.3991419,9.37847719
E05000220,Eltham West,Greenwich,20.6,30.83,94.75,2.07,34250,21.2,97.91,7.3,20.372735,11.2749004
E05000221,Glyndon,Greenwich,24.28,33.7,85.17,1.74,31690,28.6,77.84,5.7,26.3528092,14.57759898
E05000222,Greenwich West,Greenwich,25.9,29.5,128.95,1.64,42270,49.9,93.77,3.9,38.1196871,9.212325166
E05000223,Kidbrooke with Hornfair,Greenwich,24.31,28.17,102.04,1.82,35740,30.8,58.1,6.3,28.0960598,9.319385953
E05000224,Middle Park and Sutcliffe,Greenwich,24.07,32.33,91.11,2.12,35340,29.6,95.74,6.4,29.5524504,10.21447308
E05000225,Peninsula,Greenwich,19.4,28.17,143.93,1.68,41840,49.5,79.47,4.7,34.8413093,7.209847597
E05000226,Plumstead,Greenwich,27.32,27.9,105.63,1.62,32390,25.2,70.8,5.2,30.1158137,13.93500117
E05000227,Shooters Hill,Greenwich,23.02,19.43,71.14,1.21,39030,31.3,73.43,4.8,55.9787808,9.520441364
E05000228,Thamesmead Moorings,Greenwich,28.42,31.3,89.57,1.47,34450,32.4,88.51,4.6,32.6811817,13.36171096
E05000229,Woolwich Common,Greenwich,23.53,35.13,89.29,1.61,30260,26.7,95.18,5.3,31.8059717,15.40721589
E05000230,Woolwich Riverside,Greenwich,26.59,36.87,108.83,2.03,33540,35.2,93.12,5.4,23.4049762,13.36032389
E05000231,Brownswood,Hackney,30.74,34.93,136.75,1.16,40070,51.7,99.57,5.7,30.209132,7.606812933
E05000232,Cazenove,Hackney,20.64,23.27,71.76,0.83,38130,35.6,98.93,4.8,26.0175093,10.3894105
E05000233,Chatham,Hackney,26,40.77,125,0.98,32510,37.6,88.92,6.5,24.8711651,14.79323575
E05000234,Clissold,Hackney,18.92,24.57,111.84,0.69,45450,53.5,89.1,5.8,45.562727,7.796101949
E05000235,Dalston,Hackney,25.13,38.5,206.18,1.2,38230,48.6,100,5.5,35.1646398,10.53443526
E05000236,De Beauvoir,Hackney,29.08,38.37,126.98,1.08,39060,49.8,90.16,5.5,35.8913039,9.357005758
E05000237,Hackney Central,Hackney,26.51,38.53,118.11,1.12,35260,42,98.51,6.9,45.524303,12.83289637
E05000238,Hackney Downs,Hackney,25.39,34.83,115.86,1.2,35700,42.2,99.79,6.8,31.8174625,12.66509106
E05000239,Haggerston,Hackney,28.85,42.9,124.31,1.04,36080,45.8,92.95,6,23.5497818,10.65830721
E05000240,Hoxton,Hackney,27.12,43.9,82.9,1.29,34970,41.7,99.22,6,28.2737951,12.33773828
E05000241,King's Park,Hackney,28.25,42.33,96.58,1.04,31970,30.6,90.8,7.9,28.0074507,16.09968354
E05000242,Leabridge,Hackney,23.49,34.97,111.15,1.09,35110,41.5,44.28,6.7,24.088039,12.94346979
E05000243,Lordship,Hackney,21.4,23.93,75.95,0.96,39940,40.4,72.61,5.6,34.1728515,8.913308913
E05000244,New River,Hackney,26.38,24.07,87.39,1.16,35590,26.6,82.69,6.2,38.2793315,12.9513633
E05000245,Queensbridge,Hackney,24.87,38.87,161.88,1.21,36720,44.6,95.31,7,25.8159363,10.92770313
E05000246,Springfield,Hackney,25.16,27.7,74.16,1.07,33570,21.9,73.82,6.4,43.5824118,15.10060153
E05000247,Stoke Newington Central,Hackney,22.3,26.07,149.79,0.92,42400,52.4,97.12,5.8,39.8955256,8.438546766
E05000248,Victoria,Hackney,25.39,36.77,150.48,1.14,37350,41.8,87.68,6.4,37.6329427,12.0888272
E05000249,Wick,Hackney,29.89,43.93,120.96,1.28,32890,34.4,95.5,7,19.4988634,14.71139111
E05000250,Addison,Hammersmith and Fulham,23.84,22.73,138.83,1.08,43970,57.4,45.78,4.2,50.0744118,6.26925653
E05000251,Askew,Hammersmith and Fulham,23.49,31.7,120.88,1.26,38450,45.1,10.61,5.4,49.0725398,8.964143426
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,23.53,21.47,67.26,1.11,43350,54.5,31.18,4.5,53.4618833,7.317740391
E05000253,College Park and Old Oak,Hammersmith and Fulham,23,44.47,60.51,1.65,30890,31.9,26.22,6.2,33.4115592,11.66062673
E05000254,Fulham Broadway,Hammersmith and Fulham,20.81,29.1,143.94,1.2,42130,47.7,12.41,5.7,47.2454197,7.269450285
E05000255,Fulham Reach,Hammersmith and Fulham,24.47,27.07,78.23,1.15,42010,51.6,75.32,4.6,60.1360056,6.096318929
E05000256,Hammersmith Broadway,Hammersmith and Fulham,21.61,30.27,104.64,1.28,39500,45.3,30.85,6.2,38.0677268,8.472849032
